"id","published","category","sectionOrder","title","code","termCode","term","termLabel","programs","programTagsDisplay","credits","instructorName","instructorSlug","instructorUrl","subtitle","descriptionShort","descriptionMore","tstCode","format","meetingDay","meetingTime","syllabusUrl","requiredBooks","prerequisites","cstcArea","certificateTags","enrolmentNotes","registrationEmail","lastDateToRegister","maxEnrolment","partnerNote","updatedAt"
"imagining-the-world-with-ricoeur-525af","FALSE","immersive","","Imagining the World with Ricoeur: Narrative, Action, and the Sacred in Ricoeur's Hermeneutic Phenomenology","","","","","ma mws phd","MA, MWS, PhD","3 Credits","Dr. Ron Kuipers","3","mailto:rkuipers@icscanada.edu","","This course will focus primarily on two essay collections by Paul Ricoeur: *From Text to Action: Essays in Hermeneutics, II*, as well as *Figuring the Sacred: Religion, Narrative, and Imagination*. These collections cover (roughly) a period from the early 1970's to the early 1990's. Together, they form an excellent introduction to Ricoeur's hermeneutical phenomenology, which he developed as an alternative to those theoretical options, such as psychoanalysis and semiotics, with which he struggled throughout the 1960's.","In addition to exploring Ricoeur's evolving thoughts on such topics as textual interpretation, action, imagination, revelation, and a religious imaginary, these essays will also serve seminar participants as an effective springboard into Ricoeur's larger thematic works, such as *Rule of Metaphor, Time and Narrative *(Vols. I-III), *Oneself as Another, or Memory, History, Forgetting*. Beginning with *From Text to Action*, the seminar will explore the general shape of Ricoeur's hermeneutical phenomenology, including such themes as text, action, explanation, understanding, ideology, and utopia.

With this basic grasp of Ricoeur's hermeneutical phenomenology in hand, we will go on to explore his understanding of the disclosive force of religious texts and uses of language in the anthology *Figuring the Sacred*. Among other things, Ricoeur there ponders how Christian communities might best face the task of appropriating a textual heritage from which time has distanced them, and concerning which they have lost a certain original naivety. This seminar will explore Ricoeur's recommendation that Christians risk assuming a ""second naivety"" as they take up the responsibility of receiving and interpreting their religious tradition for a new generation. Imagining the world with Ricoeur, we will discuss how his recommendations on this score might help or hinder our effort to find meaning and inspiration amidst the crises and fragmentations that run through contemporary life.

Dr. Ron Kuipers
ICS 120504 / 220504 F22

ICT3732HS / ICT6732HS L0101*
Remote (Online Synchronous)
Wednesdays, 10:00am - 1:00pm ET

(MWS, MA, PhD)","ICT3732HS","","Wednesdays","10:00am - 1:00pm ET","https://docs.google.com/document/d/e/2PACX-1vQMjVjX2uY7JVogglm7EvbWp-Mw8thlyueTbHUH1HF26PtFeDkyV99tPFk193cfvg/pub","","","","","To register for this course, email academic-registrar@icscanada.edu. Last date to register September 16, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.
Attention TST students: you have to contact the ICS Registrar to complete your registration.*","academic-registrar@icscanada.edu","","9","","2022-05-09"
"ics-2105ac-f22-be0ac","FALSE","partnership","","Meaning/Being/Knowing: The Disciplinary and Interdisciplinary Implications of a Christian Ontology","ICS 2105AC","F22","fall22","Fall 2022","ma phd","MA, PhD","3 Credits","Dr. Nik Ansell","1","mailto:nansell@icscanada.edu","","""Meaning is the being of all that has been created and the nature even of our selfhood."" With these enigmatic words, which form part of the introduction to his magisterial *New Critique of Theoretical Thought*, the neo-Calvinist philosopher Herman Dooyeweerd signals his intention to de-centre the central concern of Ontology by relativizing (which is to say thoroughly relating) the philosophical notion of Being to Meaning, even to the point of (re-)defining creation's being as meaning-all in the conviction that this will enable us to engage in (rather than circumvent or supersede) the work of Ontology (and thus Epistemology) in a truly systematic, integrally Christian, way. Although it might seem as though Dooyeweerd is merely substituting one metaphysical idea for another, his reference to the nature of our selfhood here indicates that, for all its theoretical import for Philosophical Anthropology, this highly suggestive proposal also has profound implications for how we might both appreciate and pull upon our deepest (religious) self-knowledge, which takes shape before the face of God as we face the world. To do the work of Ontology well-to gain genuine insight into the ""nature of things"" and to identify the contours and coherence of the world's general structures without undermining investigation or denaturing experience-will require that we also draw upon a pre-theoretical form of Knowing, and a spiritual grounding and hope, that will always precede and exceed our understanding.","Implicit in Dooyeweerd's vision of and for Ontology, we might say, is the provocative claim that creation does not ""have"" meaning but ""is"" meaning (a paraphrase that, tellingly, uses the language of Being to relativize Being). But what does Dooyeweerd mean by ""meaning""? And what difference might this systematically relational, spiritually open, with-reference-to-self-and-beyond re-centering make (a) to the detailed, nitty-gritty work that needs to be done in any given academic field, and (b) to the theoretical integration that requires both intra- and inter-disciplinary reflection? After an opening discussion about the phenomenon of ""post-truth,"" to which we shall return at the end of the course, we shall explore the inter-play between Meaning, Being, and Knowing via a close reading of Hendrik Hart's *Understanding Our World: An Integral Ontology*, paying careful attention to the ways in which his interpretation of Dooyeweerd's ideas-not least the discussion of ""meaning"" that occurs at the midpoint of his Appendix (see 8.1.4) and in a pivotal section within his central chapter (see 4.4 and 405-406n37)-might deepen our insight into how what is known in faith and articulated via our web of beliefs can help us identify and evaluate the core concepts and the conceptual-ontological connections that play such an integral, influential role in the scholarly disciplines with which we are engaged. In paying attention to developments in Hart's Ontology and Epistemology since the publication of this work, we shall also ask whether the broadly Dooyeweerdian position he initially adopts is as post-metaphysical as it may first appear.

In this iteration of the course, we shall pay special attention to the central concerns of political theory and aesthetics, including their respective interests in the way we posit societal principles and protect, reveal, expand, and find ourselves via the symbols that make up the fabric of our life, history, and society. In further probing the relationship between the aesthetic and political dimensions of created meaning, and between the mystery of our selfhood and the structural contours of reality, we shall also be asking what the development of an Ontology in the Reformational tradition might offer to the scholarly search for disciplinary integrity and interdisciplinary integration-this being a neo-Calvinism in which the unity and diversity we rightly seek are typically seen as covenantally, rather than ontotheologically, grounded.

Given this relational emphasis, we may well wonder what might happen if ""Being"" were to make way for-or make a way for-""Loving."" Perhaps, following Dooyeweerd's (post-metaphysical?) turn to ""Meaning,"" we may find that a Christian scholarly approach to knowing and understanding our world and ourselves ""after Being"" may have something new to say to the peril and promise of life ""post-truth""!

Dr. Nik Ansell","","","Thursdays","6:00pm - 9:00pm ET","https://docs.google.com/document/d/e/2PACX-1vQKwndHW1XYlLQ9ysmXNrZsDlDbUif4ZBHSq78YOym6SDDY8bfAiUGsFU700zg45Q/pub","","NOTE: This course is only available to ICS Junior Members. Completion of 1107AC or 2107AC is a prerequisite for enrolling in this course.*","","","","","","","In Partnership with Calvin University","2022-05-09"
"the-craft-of-reflective-practice-99acb","FALSE","concentration-instr","","The Craft of Reflective Practice","","","","","cstc mael mws","CSTC, MA-EL, MWS","3 Credits","Dr. Gideon Strauss","5","mailto:gstrauss@icscanada.edu","","We humans make sense of things by telling stories. In this course we will learn how to do critical reflective practice, primarily by telling stories about our everyday professional lives. We will zoom in on the story of an ordinary day at work, and then zoom out to the story of our career to date, zoom out further to the story of our work community, and zoom out even further to the overarching story of God's world. In the process we will learn qualitative research skills, receive an introduction to phenomenology (the philosophical study of lived experience), develop our own approach to praxis (that is, the craft of morally-oriented, theoretically-informed, and theory-generating critically reflective practice), and, most significantly, come to terms with who we are in what we do.","","","","","","https://docs.google.com/document/d/e/2PACX-1vS09jKytfeTY_Mv7Rah-PELBM-NXvva6maFTocIXfNaf5kpB2TPejyZpA13suOy9roWoGPbTdM-Uwf5/pub","","","","CSTC","(MWS, MA-EL)

Syllabus

Enrolment Notes:
To register for this course, email academic-registrar@icscanada.edu. Last date to register September 16, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.

Approved for Area 2 of the CSTC*","academic-registrar@icscanada.edu","","9","","2022-05-09"
"icsd-260006-f22-32097","FALSE","concentration-instr","","Transformative Teaching:  The Role of a Christian Educator","ICSD 260006","F22","fall22","Fall 2022","cstc mael","MA-EL","3 Credits","Dr. Edith van der Boom","2","mailto:evanderboom@icscanada.edu","","Transformative Teaching is a course for instructional leaders as they consider their roles as Christian educators called to be transformers of society and culture by seeking justice for those who are marginalized and disenfranchised. In this course we will consider constructivism (a dominant educational theory in the twenty-first century that informs student-centred pedagogies such as Project Based Learning) through the lens of Scripture and investigate the assumptions that it makes. We will explore our calling as Christian educators to transform culture in our schools, local community, and the world.","This course seeks to help Christian educators find clarity in answers to the following questions:

Context: Who am I called to be as a Christian educator in my particular place and time?

Constructivism: How does constructivism inform my practice?

Culture: What role does education play in creating culture?

Dr. Edith van der Boom","","Blended (Online Asynchronous/Synchronous)","","","https://docs.google.com/document/d/e/2PACX-1vSOmzHcsgse4d30OyZeK86LWZhfJSOfymOyuMZPB3x3T9e3YuC9XZarfWnC3-hGqHHNFc-C9VxsDPti/pub","","","","CSTC","To register for this course, email academic-registrar@icscanada.edu. Last date to register September 16, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.
Approved for Area 2 of the CSTC*","academic-registrar@icscanada.edu","","9","","2022-05-09"
"biblical-foundations-ed9b7","FALSE","concentration-instr","","Biblical Foundations","","","","","cstc mael mws","MWS, MA-EL","3 Credits","","","","","What is the Bible? Is it a guidebook, a legal text, a book of poetry? The simple answer is that the Bible, in its entirety, is none of these. Perhaps, then, the better question is what can the Bible do? In this sense, while it's not a guidebook, it can *guide* us. That is, the Bible can help us reflect on our lives-our personal lives, our work lives, our church lives, etc.-and rouse a productive surprise. Such a productive surprise causes us to rethink our practices, opening up the possibility of doing things differently instead of unthinkingly pushing on ahead.","This course will explore the Bible by examining selections from across the canon, reading thought-provoking secondary sources and learning hermeneutical strategies along the way. We will read these selections with two competing emphases: consonance and dissonance. In terms of consonance, we will examine how the Bible is the story of God's presence in the world for and through his creatures. In terms of dissonance, we will examine how we cannot distill the Bible down to one single narrative. In this way, when we read Scripture, we must be open to being surprised. When we find ourselves surprised, we can respond to the call of surprise: to rethink our assumptions and think differently. Accordingly, our approach to reading Scripture, we will find, is the same as our approach to *relating* to Scripture in our various practices; responding to Scriptural surprise prompts us to follow the implications of that surprise into all aspects of our lives.","","","","","","","","","CSTC","Syllabus

Enrolment Notes:
To register for this course, email academic-registrar@icscanada.edu. Last date to register April 19, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.

Approved for Area 1 of the CSTC*","academic-registrar@icscanada.edu","","9","","2022-02-01"
"cultivating-learning-communities-c5f68","FALSE","concentration-admin","","Cultivating Learning Communities of Grace","","","","","cstc mael","CSTC, MA-EL","3 Credits","","","","","*Cultivating Learning Communities of Grace* is a course for instructional leaders and school administrators in the consideration of both school and classroom cultures. Course content will include attention to social and cultural contexts, racial justice, indigenous perspectives, human sexuality, and restorative practices and how these topics impact and form school and classroom cultures.","This course seeks to help students find clarity in answers to the following questions:

What is the relationship between the daily behaviour of educational leaders and the cultures of schools?

How do we awaken our students' knowledge, creativity, and critical reflective capacities in our schools and classrooms?

How do racism and other forms of oppression underlie achievement gaps and alienation within our schools?

How can classroom learning be linked to larger movements seeking to effect change in the community?

How can school culture be a vehicle for social change?

How do we cultivate learning communities of grace in our schools?

Course Format

This course is an online course consisting of six synchronous discussions and ten weeks of asynchronous online interaction. Specifically, participants will:

Write weekly reflective responses to the assigned readings (April 25 - June 30)

Participate in ten weekly forum discussions (April 25 - June 30)

Participate in six 3-hour online, interactive Zoom sessions (starting late in April and concluding in an intensive series of sessions on three consecutive days early in August)

Zoom 1: Thursday, April 28

Zoom 2: Thursday, May 19

Zoom 3: Thursday, June 16

Zoom 4: Tuesday, Aug. 9

Zoom 5: Wednesday, Aug. 10

Zoom 6: Thursday, Aug. 11

Complete a project that applies their understanding of Cultivating Learning Communities of Grace (Final draft due September 2);

Provide feedback on the projects of other course participants;

Share their project with an authentic audience; and

Post their project in an e-portfolio.","","","","","https://docs.google.com/document/d/e/2PACX-1vQ0guuK4N3EfmO1sPyLlewxZ9dfXBu22IgWFHleKfdVt4YvN5o__EIKXTAQpDxNBer6lynJYjqOJvNh/pub","","","","CSTC","Dr. Edith van der Boom
ICSD 260008 S22*
Blended (Online Asynchronous/Synchronous)

(MA-EL)

Syllabus

Enrolment Notes:
To register for this course, email academic-registrar@icscanada.edu. Last date to register April 19, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.

Approved for Area 2 or 3 of the CSTC*","academic-registrar@icscanada.edu","","9","","2022-02-01"
"lead-from-where-you-are-making-74fc2","FALSE","concentration-admin","","Lead From Where You Are: Making a Difference in the Face of Tough Problems, Big Questions, and Organizational Politics","","","","","cstc mael mws","CSTC, MA-EL, MWS","3 Credits","","","","","Leadership is not about personality, authority, position, influence, or power as such. Leadership is an art, a craft, a practice, to which everyone is called sometime or other, in widely different situations. Leadership can be practiced with varying degrees of authority, from any position, at varying scales of influence, and with varying access to different sources of power. Leadership is the work of motivating a group of people to act in certain ways as they shape what they share.","In this course we will explore two kinds of leadership, positional leadership and contributory leadership, and two kinds of leadership practices, algorithmic leadership practices and heuristic leadership practices. Positional leadership is the kind of leadership that comes with a particular, recognized position in a group, and contributory leadership is the kind of leadership that you can contribute regardless of your position in a group. Algorithmic leadership practices are those leadership practices for which there are clear, commonly agreed-upon procedures and goals, and heuristic leadership practices are those leadership practices for which there are not (or not yet) clear, commonly agreed-upon procedures and goals and that demand imaginative discernment. We will attend to leadership with regard to both making beneficial change happen and ensuring needed maintenance.

Participants in the course will read from a carefully curated selection of texts on the practice of leadership, will engage one another in asynchronous online forum discussions about their own leadership experiences in relation to these readings, will meet in a series of six synchronous online video sessions (starting late in April and concluding in an intensive series of sessions on three consecutive days early in August), and will draft and workshop two papers on topics selected from a set of options but all oriented towards the leadership practice and professional development of the participants. Participants are encouraged to take a complete break from coursework during the month of July. The course will conclude with each participant organizing and reflecting on a celebration of learning done in the company of their own confidantes.","","","","","https://docs.google.com/document/d/e/2PACX-1vRMCSs9Rci9DMWHOkz4_TFmLqw6OZRbrS1dtYIUum_AeODntK4fKNrgmtH6brRyVwpAdWAJodv6MLeG/pub","","","","CSTC","(MWS, MA-EL)

Syllabus

Enrolment Notes:
To register for this course, email academic-registrar@icscanada.edu. Last date to register April 19, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.

Approved for Area 2 or 4 of the CSTC*","academic-registrar@icscanada.edu","","9","","2022-02-01"
"the-visible-the-invisible-and-9c92e","FALSE","immersive","","The Visible, the Invisible, and the Revealed: Phenomenology and Christianity","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","""Christian philosophy,"" writes Jean-Luc Marion, ""dies if it repeats, defends, and preserves something acquired that is already known, and remains alive only if it discovers what would remain hidden in philosophy without it."" Is ""Christian philosophy"" simply the practice of thinking, from a Christian perspective, about problems and data independently available to philosophical consideration? Or, as Marion claims, does Christian philosophy ""invent...-in the sense of both discovering and constructing-heretofore unseen phenomena""? Guided by these basic questions, this seminar offers an advanced introduction to the phenomenology of religion, focusing especially on the unique and decisive contributions of Christian life to our understanding of the nature of human experience as explored in phenomenological description. We will explore philosophical innovations-such as love, faith, grace, Word, and incarnation-that a phenomenology of Christianity makes available to thought, as well as other philosophical themes-such as attention, embodiment, language, and community-that are enriched by the intersection of phenomenology and Christianity.","Dr. Andrew Tebbutt
ICS 153302 / 253302 S22

Intensive, June 13 - July 22, 2022","","","Tuesdays & Thursdays","10am - 12pm ET","https://drive.google.com/file/d/14zNiiJPegUHVyCF_uFIwPVhJdJAozY6Q/view?usp=sharing","","","","","To register for this course, email academic-registrar@icscanada.edu. Last date to register is June 15, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.

Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*","academic-registrar@icscanada.edu","June 15, 2022","9","","2022-02-01"
"ics-120404-220404-w22-3acf8","FALSE","immersive","","Birthpangs of the New Creation: Judgment unto Salvation in the Book of Revelation","ICS 120404 / 220404","W22","winter22","Winter 2022","ma mws phd","MA, MWS, PhD","3 Credits","","","","","CANCELLED","In our culture, ""apocalypse"" typically refers to a cataclysmic, catastrophic ending, real or imagined. Often this meaning, in which fear eclipses hope, is traced back to the biblical tradition. But what if the book from which we derive the term, i.e. the ""Apocalypse""-or ""Revelation""-of John, refers less to the end of the world than to a transition between the two Ages? What if that transition is characterized as double-edged: as both ""the death throes of the old world order"" and ""the birthpangs of the new creation""?  Attentive to the nature of apocalyptic discourse, which typically also features an ""open heaven"" (or reconnection between the heavens and the earth) motif, this course will seek to develop a key area of systematic theology by exploring the topics of death, judgment, heaven, and hell-the 'four last things' of traditional eschatology-as they are portrayed in the book of Revelation.

In allowing intertextual and intratextual webs of meaning to emerge, we will pay special attention to the way in which Old Testament echoes, together with the book's own symbolic coherence and narrative logic, can open up new avenues for exegesis, and for theological reflection.  The topic of Final Judgment will be a special focus. How is this to be conceived in the light of the apocalyptic transition? If the first reference to Babylon in the biblical canon, the Babel narrative of Gen 11, refers to a judgment that does not bring history to an end but opens it up once again to the dissemination motif of Gen 1:28, is it possible to detect a parallel ""judgment unto salvation"" theme in the final book of the New Testament? Our discussions will explore the interface between biblical studies, the ""theological interpretation of Scripture,"" and contemporary eschatology. Familiarity with New Testament Greek is an advantage but is not a prerequisite.

Dr. Nik Ansell","ICT3736HS","","Wednesdays","2pm - 5pm ET","https://docs.google.com/document/d/e/2PACX-1vTzDS3GRKJyyrUSzliLjtwztQdlR5zvqpV7_HGBOAThsiTREj5tLzOjimz34OojJl5mM3JGLiZ4xWO9/pub","","In allowing intertextual and intratextual webs of meaning to emerge, we will pay special attention to the way in which Old Testament echoes, together with the book's own symbolic coherence and narrative logic, can open up new avenues for exegesis, and for theological reflection.  The topic of Final Judgment will be a special focus. How is this to be conceived in the light of the apocalyptic transition? If the first reference to Babylon in the biblical canon, the Babel narrative of Gen 11, refers to a judgment that does not bring history to an end but opens it up once again to the dissemination motif of Gen 1:28, is it possible to detect a parallel ""judgment unto salvation"" theme in the final book of the New Testament? Our discussions will explore the interface between biblical studies, the ""theological interpretation of Scripture,"" and contemporary eschatology. Familiarity with New Testament Greek is an advantage but is not a prerequisite.","","","To register for this course, email academic-registrar@icscanada.edu. Last date to register January 14, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.
Attention TST students: you have to contact the ICS Registrar to complete your registration.*
CANCELLED","academic-registrar@icscanada.edu","","9","","2021-10-01"
"deeper-learning-from-wonder-to-ec9bf","FALSE","concentration-instr","","Deeper Learning: From Wonder to Inquiry to Practice","","","","","cstc mael","CSTC, MA-EL","3 Credits","","","","","*Deeper Learning* is a course for instructional leaders. It explores learning as a journey from wonder to inquiry to practice. This course seeks to help Christian educators develop Deeper Learning within the context of:","1. *A celebration of the learner* - What does it mean to be created in God's image?

2. *A mindfulness towards learning design* - How does curriculum, instruction and assessment inspire us to live out our lives as Kingdom Ambassadors who are intentional about character formation and loving our neighbours?

3. A responsiveness to culture - How do we embody our mission in every aspect of school life and live it out in God's world?

Students will gain an understanding of global education and how it can inform one's Deeper Learning pedagogy.

(Source: Deeper Learning in Christian Schools: Playing our Part in God's Story; cace.org)","","","","","https://docs.google.com/document/d/e/2PACX-1vQuCzNFuT0szzHxNCejWDJhL7vpaNxfE0SexoTypN8PEPCbOviEV-rxi7dEe3P_Ps77kvi0EwepiKEz/pub","","","","CSTC","(MA-EL)

Syllabus

Enrolment Notes:
To register for this course, email academic-registrar@icscanada.edu. Last date to register January 14, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.

*NOTE: Approved for Area 3 of the CSTC","academic-registrar@icscanada.edu","","9","","2021-10-01"
"how-to-govern-a-school-board-go-c3fa8","FALSE","concentration-admin","","How to Govern a School: Board Governance, Decision-Making, and Community-Engagement","","","","","mael","MA-EL","3 Credits","","","","","*How to Govern a School *is a course for new and aspiring principals, school leadership teams, and school boards. The course provides frameworks and tools for leadership in educational governance.","The course introduces participants to the work of nurturing the relationships among the school's stakeholders, with a focus on the pivotal relationship between the board and the executive leadership team (or, in smaller schools, the principal). Different approaches to the work of the board are considered, with particular attention to the stewardship of the school's vision, mission, and values, to the strategic formulation of policy and the monitoring of executive performance, and to accountability to the school's parents and supporting community.","","","","","https://docs.google.com/document/d/e/2PACX-1vQFb41gFhsCBOKV6oLAH6H58xv03ZRRqOkcz_HQMSYqKGrWgDhW2I8v2-ATg85IFCt2nI_xtcO7_mD4/pub","","","","","(MA-EL)

Syllabus

Enrolment Notes:
To register for this course, email academic-registrar@icscanada.edu. Last date to register January 14, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.","academic-registrar@icscanada.edu","","9","","2021-10-01"
"icsd-223001-w22-47862","FALSE","core","","Foundations and Implications of Phenomenology","ICSD 223001","W22","winter22","Winter 2022","ma phd","MA, PhD","3 Credits","","","","","This course will look at the philosophical foundations of, and contemporary issues in, phenomenology. We will explore key features of the phenomenological method-including the reduction, the bracketing of the 'natural attitude,' the first-person methodology, intentionality, and givenness. We will also look at how the current conversations on these questions have implications for fields as diverse as psychology, religious studies, sociology, music, and more.","Dr. Neal DeRoo","","","Tuesdays","7pm - 10pm ET","","","","","","","","","","","2021-10-01"
"individuality-in-the-franciscan-b35b8","FALSE","immersive","","Individuality in the Franciscan Thought of John Duns Scotus and William of Ockham","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","This seminar will examine the doctrine of individuality developed by the Franciscan thinkers John Duns Scotus and William of Ockham and the configuration of their thought as one or another form of metaphysical ""individualism.""  It does so historically against the backdrop of both Franciscan spirituality and the contested ""Aristotelianism"" of their university environment. The seminar is both an illustration of the value in and a critical reappraisal of a problem-historical analysis of philosophy that centres upon philosophical accounts of our daily experience of both universality in the world, i.e., the fact that creatures come to us in kinds, and individuality, i.e., the fact that it is individual creatures that come to us in kinds.","Dr. Bob Sweetman
ICS 120404 / 220404 W22","","","Thursdays","2pm - 5pm ET","https://docs.google.com/document/d/e/2PACX-1vQW20stXF1h0R6Lq8vkuWy55Mgm9vq9uLhZDByfthXxPqgNDRQpA36ughS_gQCI5Lol7hdjB4OQzHIG/pub","","","","","ICH5151HS L0101*
Remote (Online Synchronous)
Thursdays, 2pm - 5pm ET

(MWS, MA, PhD)

Syllabus

Enrolment Notes:
To register for this course, email academic-registrar@icscanada.edu. Last date to register January 14, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.

Attention TST students: you have to contact the ICS Registrar to complete your registration.*","academic-registrar@icscanada.edu","","9","","2021-10-01"
"ics-2400ac-w22-2fedc","FALSE","immersive","","IDS: Colonization, Racial Identity, and what it Means to be Human","ICS 2400AC","W22","winter22","Winter 2022","ma phd","MA, PhD","3 Credits","","","","","The Americas have yet to work through the damaging legacy of European colonization, and the deleterious consequences of the European colonizers' attempt to dominate or eliminate the different cultural groups with whom they came into contact. This seminar will attempt to confront this legacy by listening to some of the voices that colonizers had sought to silence. In particular, we will consider the work of prominent Black, Indigenous, and Latin American thinkers as they engage Western thought on the question of what it means to be human. The scholarly exchange between these voices and the Western tradition has resulted in an interdisciplinary array of literature that documents the diverse ways in which racialized and marginalized thinkers seek to broaden the human definition beyond the narrow confines set by the assumption of White supremacy. We will listen to these developing philosophical anthropologies as they seek to integrate specific histories of domination and oppression with alternative conceptions of what it means to be human. In doing so, we will also pay particular attention to the role that religious discourses have and continue to play in both the establishment and criticism of White supremacy. This course will provide a survey into such literature, allowing students to dialogue with texts by racialized and minority voices, and empower them to reflect on the effects of European colonization, systemic racism, and white supremacy in the philosophical tradition in which they are apprentices.","Dr. Ron Kuipers","","","Thursdays","10am - 1pm ET","https://docs.google.com/document/d/e/2PACX-1vQCUur4cLlQbggTdvfutUdrKHggl2XLYacIA7z275-C86fNFCyPqwPYFFeRoXWv8w/pub","","","","","To register for this course, email academic-registrar@icscanada.edu. Last date to register January 14, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*","academic-registrar@icscanada.edu","","9","","2021-10-01"
"recognition-or-refusal-cultural-f19bc","FALSE","immersive","","Recognition or Refusal? Cultural Politics in a Colonial Canada","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","CANCELLED","Canada is often described as a democratic, ""multicultural"" nation whose political institutions are capable of recognizing a diversity of cultural identities, expressions, and practices. However, many Indigenous thinkers and activists argue that the politics of recognition that characterizes Canada's engagement with Indigenous communities should be rejected or refused, owing to the Canadian state's persistent colonialism in dictating the terms of dialogue, typically in culturally and economically assimilating ways. This Indigenous politics of refusal thus challenges both Canada's open and accommodating self-image and the liberal notions of culture and cultural diversity that have shaped Canadian political thought. The first part of this course explores the philosophical underpinnings of the idea of recognition, alongside its application within Canadian political theory. It then assesses the adequacy of a liberal politics of recognition for addressing Indigenous-settler relationships in Canada. Our main guide will be Glen Sean Coulthard's 2014 work Red Skin, White Masks: Rejecting the Colonial Politics of Recognition, which applies the work of anticolonial theorist Frantz Fanon to Canada's interaction with Indigenous communities. Reading Coulthard's work alongside other Indigenous authors, we will explore the challenge of pursuing non-colonial forms of recognition in relation to questions about freedom, rights, property, gender, and political discourse, and to the way that Indigenous authors and activists imagine alternative futures and practices of self-determination beyond the terms of Canadian nationalism.

Dr. Andrew Tebbutt
ICS 153301 / 253301 W22
Remote (Online Synchronous)
Mondays, 6pm - 9pm ET","","","Mondays","6pm - 9pm ET","https://docs.google.com/document/d/e/2PACX-1vSmkV6P80V0xgTYb0hh3fw9lCHLxEHX_K0PQjvYs2fViqO-5iFgxEB83KmBRD1S_g/pub","","","","","To register for this course, email academic-registrar@icscanada.edu. Last date to register January 14, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.

Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*
CANCELLED","academic-registrar@icscanada.edu","","9","","2021-10-01"
"ics-1107ac-2107ac-w22-08883","FALSE","partnership","","Religion, Life, and Society: Reformational Philosophy","ICS 1107AC / 2107AC","W22","winter22","Winter 2022","ma mws phd","MA, MWS, PhD","3 Credits","","","","","An exploration of central issues in philosophy, as addressed by Herman Dooyeweerd, Dirk Vollenhoven, and the ""Amsterdam School"" of neoCalvinian thought. The course tests the relevance of this tradition for recent developments in Western philosophy. Special attention is given to critiques of foundationalism, metaphysics, and modernity within reformational philosophy and in other schools of thought.","Dr. Bob Sweetman","ICT3702HS","","Tuesdays","2pm - 5pm ET","https://docs.google.com/document/d/e/2PACX-1vT48sfhhzaXbhAGp5TijjBDH0UOXHuuoFCRVBXV7-ieSAz0XNfUM6du9m-haJ7BOdJJ2hkt6e4dcsMD/pub","","","","","To register for this course, email academic-registrar@icscanada.edu. Last date to register January 14, 2022. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.
Attention TST students: you have to contact the ICS Registrar to complete your registration.*","academic-registrar@icscanada.edu","","9","In Partnership with Calvin University","2021-10-01"
"the-radical-theopoetics-of-john-a5c34","FALSE","immersive","","The Radical Theopoetics of John D. Caputo","","","","","ma mws phd","MA, MWS, PhD","3 Credits","","","","","This seminar will explore John D. Caputo's Theopoetics, a ""weak theology"" of narratives, prayers and praise in response to the call of God in contrast to a ""strong"" theology of predicative claims about the existence and nature of God.","Dr. Jim Olthuis
ICS 150907 / 250907 F21","","","Wednesdays","2pm - 5pm EST","https://docs.google.com/document/d/e/2PACX-1vTflniFC3kpCMTzoLMXoTwprRfRVpWGAgTOmDHqOYDAqmjvmBaQuD0XVaPSxmmDcKeYH7EN0z4t2kft/pub","","","","","To register for this course, email academic-registrar@icscanada.edu. Last date to register September 17, 2021. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*","academic-registrar@icscanada.edu","","9","","2021-05-31"
