id,published,sectionOrder,title,code,term,programs,credits,instructorName,instructorUrl,subtitle,descriptionShort,descriptionMore,tstCode,format,meetingDay,meetingTime,syllabusUrl,requiredBooks,prerequisites,cstcArea,certificateTags,enrolmentNotes,registrationEmail,lastDateToRegister,maxEnrolment,updatedAt
cultivating-learning-communities-5a49c,FALSE,,Cultivating Learning Communities of Belonging,260008,fall25,mael cstc,3 Credits,Dr. Edith van der Boom,https://faculty.icscanada.edu/evanderboom,,"This is a course for instructional leaders and administrators considering school and classroom cultures. Course content will include attention to social and cultural contexts, racial justice, Indigenous perspectives, human sexuality, restorative practices, and how these topics impact and form school and classroom cultures.","This course seeks to help students find clarity in answers to the following questions:
- What is the relationship between the daily behaviour of educational leaders and the cultures of schools?
- How do we awaken our students’ knowledge, creativity, and critical reflective capacities in our schools and classrooms?
- How do racism and other forms of oppression underlie achievement gaps and alienation within our schools?
- How can classroom learning be linked to larger movements seeking to effect change in the community?
- How can school culture be a vehicle for social change?
- How do we cultivate learning communities of belonging in our schools?",,Blended (Online Asynchronous/Synchronous),,,https://docs.google.com/document/d/e/2PACX-1vQoHOj7DIq4QyuY32aCpBF3ywktzkUEyJRaf2g05sckHjgJKLbumL1KyBx0E3jfJcW9xwGKLn89ThdI/pub,"Freire, P. (2018). Pedagogy of the oppressed: Fiftieth anniversary edition. Bloomsbury Academic. (Note: Any edition of this book is acceptable for use in this course.)

Smith, D. I. (2018). On Christian teaching: Practicing faith in the classroom. William B. Eerdmans Publishing Company.",,Areas 2 and 3,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 5 (Note that the first class for this course takes place on September 11). Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,2025-09-05 0:00:00,12,2025-07-18
ics-1108ac-2108ac-f25-53408,FALSE,,"Biblical Foundations: Narrative, Wisdom, and the Art of Interpretation",1108AC / 2108AC,fall25,ma mael mws phd cstc,3 Credits,Dr. Nik Ansell,https://faculty.icscanada.edu/nansell,,How can we read and experience the Scriptures as the Word of Life in the midst of an Academy that believes the biblical witness will restrict human freedom and thwart our maturity? How may we pursue biblical wisdom as we “re-think the world” when our Christian traditions seem convinced that biblical truth may be disconnected from—or simply applied to—the most pressing and perplexing issues of our time?,"This course will explore the Bible—from Genesis to Revelation—as the ongoing story of and for God and all God’s creatures, paying special attention to the way in which humanity’s attempt to find its way is interwoven with the story of the Divine presence and with the wisdom and promise of creation-new creation. In asking whether and how the biblical story may find its future in our ongoing narratives, we will attempt to identify which hermeneutical methods and sensitivities might help us discern its significance for present day life, including the academic enterprise. If Jesus is the Living Word at the heart of Scripture, does that change our understanding of where biblical truth is coming from and where it is going? Does the Bible have an implicit, sapiential pedagogy that we have misconstrued? Can the familiar Reformed themes of creation and covenant, election and eschaton speak to us in new, reformational ways? These are some of the questions we shall explore together as we reintroduce ourselves to the biblical writings.",ICB2010H L6201,Online Synchronous,Wednesdays,6:00-9:00pm ET,https://docs.google.com/document/d/e/2PACX-1vQtKs3TGBntS_Ev0-sTLN8p8EJt8chHXISuipR-K17z84HTY-FKVc35TfJGzgKoyQ/pub,,,Area 1,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 12. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,September 12,,2025-07-18
beauty-theology-ethics-or-aes-9ebe7,FALSE,,"Beauty: Theology, Ethics, or Aesthetics?",220105,fall25,ma mws phd,3 Credits,Dr. Rebekah Smick,https://faculty.icscanada.edu/rsmick,,"Is beauty simply “in the eye of the beholder” or is it something more? Is it a way to God, a moral precept, or the specific locus for a unique kind of pleasure? This course examines a variety of subjective and objective views of beauty in the history of Western philosophy and theology from antiquity to the present (e.g. in the thought of Plato, Augustine, Aquinas, Kant, Weil, Barth, and Balthasar). It will also consider the implications of these views of beauty for the production of the visual arts, music, and literary culture in Western religion and society.",,ICH3757HF L0101 / ICH6757HF L0101,Online Synchronous,Thursdays,10am - 1pm,,,,,,TST students have to register with the ICS Registrar to complete registration. ICS reserves the right to decline late registrations due to limited space.,,,,2025-07-18
the-divine-at-risk-open-theis-e29e9,FALSE,,"The Divine (at) Risk: Open Theism, Classical Theism and Beyond",120803 / 220803,fall25,ma mws phd,3 Credits,Dr. Nik Ansell,https://faculty.icscanada.edu/nansell,,"Did God take a risk in creating the world? How are divine and human freedom related? Can we confess God’s sovereignty in the face of evil? This course will explore the different ways in which the God of history is viewed by advocates and critics of “Open Theism”. Our examination will stimulate our own reflections on how we might best understand and, indeed, image God’s love, knowledge and power.",,ICT3730HF / ICT6730HF L0101,Online Synchronous,Tuesdays,10am - 1pm EST,https://docs.google.com/document/d/e/2PACX-1vQbOKPowyAtvQOY2qMUx7Lvoxgir0cYKBjL4nxhC1wExp27O9KGF5xtfHZ_pSSthyjqT7NLICirYRDP/pub,"Richard Rice, *The Future of Open Theism: From Antecedents to Opportunities* (Downers Grove, IL: IVP Academic, 2020).

Amazon CA

Amazon US

Chapters/Indigo CA

Barnes & Noble

Publisher's website link (InterVarsity Press) (ebook)",,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register September 12. Maximum enrolment of nine (9) students. ICS reserves the right to decline registrations.
Attention TST students: you have to contact the ICS Registrar to complete your registration.*",academic-registrar@icscanada.edu,2025-09-12 0:00:00,9,2025-07-18
ics-1107ac-2107ac-f25-08883,FALSE,,"Religion, Life, and Society: Reformational Philosophy",1107AC / 2107AC,fall25,ma mws phd,3 Credits,Dr. Neal DeRoo,https://faculty.icscanada.edu/neal-deroo,,"An exploration of central issues in philosophy, as addressed by Herman Dooyeweerd, Dirk Vollenhoven, and the “Amsterdam School” of neoCalvinian thought. The course tests the relevance of this tradition for recent developments in Western philosophy. Special attention is given to critiques of foundationalism, metaphysics, and modernity within reformational philosophy and in other schools of thought.",,,Remote (Online Synchronous),Tuesdays,6:00-9:00pm ET,https://docs.google.com/document/d/e/2PACX-1vTGfwncC2XAk-EpJMw1wiHEcx9WJRmkJgLshTDifepxBiITX7mBM-Bnsm7tVol0fg/pub,"Vollenhoven, D. H. T. Introduction to Philosophy. Sioux Center, Iowa: Dordt College Press, 2005. ISBN 978-0-932914-65-1. [ICS Library Reserve Shelf: BD28.V65a 2005]. Must be purchased.
Purchasing links: Amazon CA
- Also available through 21five website, or
- Chapters/Indigo website.",,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 12. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,September 12,,2025-07-18
the-craft-of-reflective-practice-99acb,FALSE,,The Craft of Reflective Practice,132501 / 232501,fall25,mael cstc,3 Credits,Dr. Gideon Strauss,https://faculty.icscanada.edu/gstrauss,,"We humans make sense of things by telling stories. In this course we will learn how to do critical reflective practice, primarily by telling stories about our everyday professional lives. We will zoom in on the story of an ordinary day at work, and then zoom out to the story of our career to date, zoom out further to the story of our work community, and zoom out even further to the overarching story of God’s world. In the process we will learn qualitative research skills, receive an introduction to phenomenology (the philosophical study of lived experience), develop our own approach to praxis (that is, the craft of morally-oriented, theoretically-informed, and theory-generating critically reflective practice), and, most significantly, come to terms with who we are in what we do.",,,Blended (Online Asynchronous/Synchronous),,,https://docs.google.com/document/d/e/2PACX-1vTXIBYG4YzqNuZKsblZ-WOrvXeWiAcduXKXUyp3XL1SrmJY4tJsNZ_zRBVOV4KDxu6K8eWKjHmQ92-G/pub,"Britzman, D. P. (2003). Practice makes practice: A critical study of learning to teach

Amazon CA (print), Thriftbooks, Abebooks

*students should order a copy as soon as possible, because this book is only available in used format, and shipping may take a long time, so they'll need to make sure they have the book arrive in time before the course starts in the second week of September.*",,Area 2,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 5 (Note that the first session for this course takes place on September 11). Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,2025-09-05 0:00:00,12,2025-07-18
degrowth-and-liberation-theology-a82a5,FALSE,,Degrowth and Liberation Theology,122903 / 222903,summer25,ma phd,3 Credits,Dr. Dean Dettloff,mailto:ddettloff@icscanada.edu,,"A fundamental contradiction has emerged between our global capitalist economy, oriented toward economic growth, and the planetary boundaries capable of sustaining human and other life. While economic growth is infinite in theory, the planet is materially finite. Political leaders, banks, investors, and other decision-makers have bet the future on the prospects of “green growth,” but the question of whether or not “growth” is a good in itself is often left unasked. Degrowth, a conversation made up of scholars, activists, students, farmers, and others, argues that in order to stop the climate crisis and achieve global equality, economies in the Global North must move away from paradigms premised on growth. Rather than arguing our problems are the result of too many people or too few resources, degrowth advocates explain that the way we have organized society for capital accumulation is keeping us all from living better lives. Drawing from diverse fields such as ecological economics, Marxism, feminism, antiracism, and more, degrowth has launched an eclectic criticism of growth and offered proposals for an alternative world. In this course, we will discuss the main ideas behind degrowth and explore the potential contributions that liberation theology might make to degrowth movements and discourses.",,,Online Intensive,July 14 - August 20,,https://drive.google.com/file/u/0/d/1yDNuiNN_FQ1_FApldY_IowzM4o-uCvqs/view?usp=sharing&pli=1,,,,,"To register for this course, email academic-registrar@icscanada.edu or complete a Google Form. (Note that the first class for this course takes place on July 14). Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,,12,2025-06-02
icsd-260004-s25-73624,FALSE,,Christian Deeper Learning: From Wonder to Inquiry to Practise,260004,summer25,mael cstc,3 Credits,Dr. Edith van der Boom,https://faculty.icscanada.edu/evanderboom,,"C *hristian Deeper Learning: From Wonder to Inquiry to Practise* is a course that seeks to help Christian educators develop their understanding and application of deeper learning. We will consider what it means to be image-bearers of God called to care for our neighbours and to be engaged in real work that is part of God’s story. Considering these ideas will inform classroom practices and signature pedagogies in apparent, unintended, and even transformative ways. Together we will examine the importance of global citizenship as a form of Christian Deeper Learning and the impact it has on developing a caring and just world.",,,Blended (Online Asynchronous/Synchronous),,,https://docs.google.com/document/d/10kfuaRLvN73EKSCgYiScWBhhr1CEf36kVZtS7zpCcJU/edit?tab=t.0,"1. Crouch, A. (2008). Culture Making: Recovering our Creative Calling. InterVarsity Press.

Google Books sells it as an eBook

Students can buy the book directly through the publisher, InterVarsity Press.

Barnes and Noble also sells the book.",,Area 3,CSTC,"To register for this course, email academic-registrar@icscanada.edu or complete a Google Form. (Note that the first class for this course takes place on July 14). Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,,12,2025-04-11
ics-1107ac-2107ac-s25-8cf84,FALSE,,What's Christian About Christian Education?: Reformational Philosophy,1107AC / 2107AC,summer25,ma mael mws phd cstc,3 Credits,Dr. Neal DeRoo,https://faculty.icscanada.edu/neal-deroo,,"This course will offer you an opportunity to reflect about what it means to teach or educate “Christianly.” It will situate a Reformational understanding of Christian education within two distinct types of “context”: first, the “spirits of the age” that are at work influencing our shared modern, Canadian society; and second, the local context of the school you work at. The ‘spiritual’ context will help us see Christian education as an alternative, not simply to “secular” education, but to other patterns of spiritual formation, like consumerist education or workaholic education. The ‘local’ context will then allow us to discuss how Christian education can be ‘put to work’ in your day-to-day activities as a teacher or administrator. The goal is to give you time, space, and resources to develop a clearer understanding of how faith impacts education in general, and how your faith shapes what you do as an educator more specifically.",,,Remote (Online Synchronous),Dates/Time TBA,,https://docs.google.com/document/d/1iC6ySBkV0Fs-XkOIrFQnM-bD8cQDwirq/edit?usp=sharing&ouid=100038326117470711477&rtpof=true&sd=true,,,Area 2,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register April 18, 2025. Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,2025-04-18 0:00:00,12,2024-11-29
icsd-260001-s25-4c9e4,FALSE,,Called to Teach: Formation and Learning,260001,summer25,mael cstc,3 Credits,Dr. Edith van der Boom,https://faculty.icscanada.edu/evanderboom,,"*Called to Teach* is designed to inspire and support K-12 educators in their personal and professional journey of teaching and learning. Through this course, participants will explore their vocation as educators, reflecting on their teaching practice in the context of faith and spiritual disciplines. This inner journey invites educators to seek refreshment and renewal in their work while considering the formation and learning of their students.","The course aims to address these key questions:
- What is my calling as an educator?
- How can I intentionally live out my calling in teaching and leadership?",,Blended (Online Asynchronous/Synchronous),,,https://drive.google.com/file/d/1SQeub3v9KKwnTJ46psZziRJZbjDopwzZ/view?usp=sharing,"1. Palmer, P. J. (2017).The courage to teach: Exploring the inner landscape of a teacher’s life. Jossey-Bass

2. Smith, D. I. & Felch, S. M. (2016). Teaching and Christian imagination. Eerdmans.",,Area 4,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register April 18, 2025. Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,2025-04-18 0:00:00,12,2024-11-29
icsd-132504-260003-s25-74fc2,FALSE,,"Lead From Where You Are: Making a Difference in the Face of Tough Problems, Big Questions, and Organizational Politics",132504 / 260003,summer25,mael mws cstc,3 Credits,Dr. Gideon Strauss,https://faculty.icscanada.edu/gstrauss,,"Leadership is not about personality, authority, position, influence, or power as such. Leadership is an art, a craft, a practice, to which everyone is called sometime or other, in widely different situations. Leadership can be practiced with varying degrees of authority, from any position, at varying scales of influence, and with varying access to different sources of power. Leadership is the work of motivating a group of people to act in certain ways as they shape what they share.","In this course we will explore how to contribute leadership when we have a particular, recognized position of authority in a group, and also regardless of our position in a group. We will learn how to contribute leadership when our group has clear, commonly agreed-upon procedures and goals, and when there are not (or not yet) clear, commonly agreed-upon procedures and goals (so that we must practice imaginative discernment). We will learn how to contribute leadership both to make beneficial change happen and to ensure needed maintenance.",,Blended (Online Asynchronous/Synchronous),,,https://drive.google.com/file/d/1_rXfWebHL6R1EuHNxunvpctswz0DSgDQ/view?usp=sharing,"1. Crouch, A. *Strong and Weak: Embracing a Life of Love, Risk& True Flourishing.*2. Heifetz, R.A., Grashow, A. & Linsky, M.*The Practice of Adaptive Leadership: Tools and Tactics for Changing Your Organization and the World*.

3. Lencioni, P. *The Advantage: Why Organizational Health Trumps Everything Else in Business*.

4. Williams, D. *Real Leadership: Helping People and Organizations Face Their Toughest Challenges*.",,Areas 2 and 4,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register April 18, 2025. Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,2025-04-18 0:00:00,12,2024-11-29
ics-223001-w25-322e6,FALSE,,Material Spirituality: Rethinking Religion,223001,winter25,ma phd,3 Credits,Dr. Neal DeRoo,https://faculty.icscanada.edu/neal-deroo,,"This course will make the case that religion must be understood as shaping how we experience the world and not simply as a distinct kind of experience (e.g., religious experience v. artistic experience v. ethical experience). In doing so, the course will bring together work in religious studies, phenomenology of religion, phenomenological philosophy, secularism studies, and Continental philosophy of religion to show that religion is both constituted within historical and material conditions and is partly constitutive of those conditions. In that way, what it offers is not simply a materialist account of religion, but an account of material spirituality in which religion can be located and contextualized. Please note that the course will not assume prior familiarity with phenomenology.",,,Remote (Online Synchronous),Tuesdays,6pm - 9pm ET,https://drive.google.com/file/d/1q-XY_t2iU9pLD-aEZ4hGy_h3pPgorWsb/view?usp=drive_link,,,,,Attention TST students: you have to contact the ICS Registrar to complete your registration.,,,,2024-10-09
rhetoric-as-philosophy-from-isoc-9d97e,FALSE,,Rhetoric as Philosophy from Isocrates to the Age of Abelard and Heloise,220407,winter25,ma phd,3 Credits,Dr. Bob Sweetman,https://faculty.icscanada.edu/bsweetman,,"This seminar examines the ancient and medieval discipline of rhetoric and its practitioners’ claim that it represents a properly philosophical discourse. It does so in terms of a selection of texts drawn from the works of Isocrates, Plato, Aristotle, Cicero, Augustine, Abelard and Heloise. In the process, it explores the relationship between affectivity and discursive validity as an implication of the cultural intent of philosophy, i.e., whether historical philosophies are best thought of as a speculative sciences, arts of right living, or whether they call out to be thought of in other terms altogether.",,ICH5720HS L0101 / L9101,Remote (Online Synchronous),Thursdays,2 - 5pm,https://drive.google.com/file/d/1NQSDVhuNuQGQmqYDFiJuFxunB10dieiW/view?usp=drive_link,,,,,Attention TST students: you have to contact the ICS Registrar to complete your registration.,,,,2024-10-09
ics-240811-w25-33cf2,FALSE,,God in Flesh and Blood: Revolutions in Christology,240811,winter25,ma phd,3 Credits,Dr. Nik Ansell,https://faculty.icscanada.edu/nansell,,"Although theologians often approach “Christology” by asking how Jesus of Nazareth might be best understood in terms of certain systematic concerns or doctrinal positions—a perspective that gives rise to questions such as: How are the divine and human natures of Christ related?, What are the merits of, or alternatives to, substitutionary atonement?, and How might a virginal conception thwart the transmission of original sin?—those who are more oriented to the discipline of “biblical theology” are more likely to prioritize how the New Testament portrayal of Jesus is related to the narrative movement—or movements—of the Hebrew Bible. This leads either to a different set of questions or (just as importantly) to a different angle on the kinds of questions asked above. This course, on potential revolutions in Christological thinking, will draw on contemporary NT scholarship in order to explore this latter approach.","To what extent do the OT themes of exile and return, old age and new age, help deepen our understanding of the birth and crucifixion of the Messiah? If the NT portrays the first followers of Jesus as worshipping him (and as doing so before and not just after the Resurrection), is it implicitly or explicitly calling us to worship Jesus’s humanity as well as his divinity? Does Mary’s encounter with Gabriel, who is a named presence in the Hebrew Bible/Old Testament only in the Book of Daniel, indicate that her conception of Jesus is to be read apocalyptically? Is it significant that Elizabeth initially greets Mary with words otherwise associated with Jael and Judith? These are some of the exegetical and theological questions we will consider in this engagement with issues at the edge, and at the heart, of contemporary Christology. Conversation partners will include: James Dunn (*Did the First Christians Worship Jesus?*), Jane Schaberg (*The Illegitimacy of Jesus)*, and N.T. Wright (*The Day the Revolution Began*).",ICT3201H / ICT6201 L6201,Remote (Online Synchronous),Tuesdays,10am - 1pm ET,https://docs.google.com/document/d/e/2PACX-1vTaitMzLwsFvvOtrMivY-JEDtUm673hDCWKT7O91uTA-gP2AOhr3pZGVlTaijathnACRft5rbYNf3Ym/pub,"1. *N.T. Wright, The Day the Revolution Began: Reconsidering the Meaning of Jesus’s Crucifixion (San Francisco: HarperOne, 2016).
Students can also buy the book directly from the publisher, HarperCollins.

As well, our US-based students can buy the book from Barnes & Noble.

2. ""Students must purchase one of the following books but do not need to purchase both.""
OPTION A: **James Dunn, Did the First Christians Worship Jesus? The New Testament Evidence (Louisville, NJ: Westminster John Knox Press, 2010).
They can also buy the eBook for $10 from Google Books.
Chapters/Indigo sells both the print book and eBook ($15.99, Kobo).
Barnes and Noble also sells both the print and eBook versions.
OPTION B: **Jane Schaberg, The Illegitimacy of Jesus: A Feminist Theological Interpretation of the Infancy Narratives. Expanded Twentieth Anniversary Edition (Sheffield: Sheffield Phoenix Press, 2006).
Thriftbooks is another option.
Abebooks is another option.
Barnes and Noble also sells the print version.",NOTE: Completion of 1108AC or 2108AC is a prerequisite for enrolling in this course.,,,"Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",,,,2024-10-09
ics-2105ac-w25-be0ac,FALSE,,Meaning/Being/Knowing: The Disciplinary and Interdisciplinary Implications of a Christian Ontology,2105AC,winter25,ma phd,3 Credits,Dr. Nik Ansell,https://faculty.icscanada.edu/nansell,,"“Meaning is the being of all that has been created and the nature even of our selfhood.” With these enigmatic words, which form part of the introduction to his magisterial New Critique of Theoretical Thought, the neo-Calvinist philosopher Herman Dooyeweerd signals his intention to de-centre the central concern of Ontology by relativizing (which is to say thoroughly relating) the philosophical notion of Being to Meaning, even to the point of (re-)defining creation’s being as meaning—all in the conviction that this will enable us to engage in (rather than circumvent or supersede) the work of Ontology (and thus Epistemology) in a truly systematic, integrally Christian, way. Although it might seem as though Dooyeweerd is merely substituting one metaphysical idea for another, his reference to the nature of our selfhood here indicates that, for all its theoretical import for Philosophical Anthropology, this highly suggestive proposal also has profound implications for how we might both appreciate and pull upon our deepest (religious) self-knowledge, which takes shape before the face of God as we face the world. To do the work of Ontology well—to gain genuine insight into the “nature of things” and to identify the contours and coherence of the world’s general structures without undermining investigation or denaturing experience—will require that we also draw upon a pre-theoretical form of Knowing, and a spiritual grounding and hope, that will always precede and exceed our understanding.","Implicit in Dooyeweerd’s vision of and for Ontology, we might say, is the provocative claim that creation does not “have” meaning but “is” meaning (a paraphrase that, tellingly, uses the language of Being to relativize Being). But what does Dooyeweerd mean by “meaning”? And what difference might this systematically relational, spiritually open, with-reference-to-self-and-beyond re-centering make (a) to the detailed, nitty-gritty work that needs to be done in any given academic field, and (b) to the theoretical integration that requires both intra- and inter-disciplinary reflection? After an opening discussion about the phenomenon of “post-truth,” to which we shall return at the end of the course, we shall explore the inter-play between Meaning, Being, and Knowing via a close reading of Hendrik Hart’s Understanding Our World: An Integral Ontology, paying careful attention to the ways in which his interpretation of Dooyeweerd’s ideas—not least the discussion of “meaning” that occurs at the midpoint of his Appendix (see 8.1.4) and in a pivotal section within his central chapter (see 4.4 and 405–406n37)—might deepen our insight into how what is known in faith and articulated via our web of beliefs can help us identify and evaluate the core concepts and the conceptual-ontological connections that play such an integral, influential role in the scholarly disciplines with which we are engaged. In paying attention to develop ments in Hart’s Ontology and Epistemology since the publication of this work, we shall also ask whether the broadly Dooyeweerdian position he initially adopts is as post-metaphysical as it may first appear.

In this iteration of the course, we shall pay special attention to the central concerns of political theory and aesthetics, including their respective interests in the way we posit societal principles and protect, reveal, expand, and find ourselves via the symbols that make up the fabric of our life, history, and society. In further probing the relationship between the aesthetic and political dimensions of created meaning, and between the mystery of our selfhood and the structural contours of reality, we shall also be asking what the development of an Ontology in the Reformational tradition might offer to the scholarly search for disciplinary integrity and interdisciplinary integration—this being a neo-Calvinism in which the unity and diversity we rightly seek are typically seen as covenantally, rather than ontotheologically, grounded.

Given this relational emphasis, we may well wonder what might happen if “Being” were to make way for—or make a way for—“Loving.” Perhaps, following Dooyeweerd’s (post-metaphysical?) turn to “Meaning,” we may find that a Christian scholarly approach to knowing and understanding our world and ourselves “after Being” may have something new to say to the peril and promise of life “post-truth”!",,Remote (Online Synchronous),Wednesday,6:00 - 9:00pm ET,https://docs.google.com/document/d/e/2PACX-1vTIuv2Jh6amiInQqP2l7RttSeAMOElNZ4vmM2AZMQrSQSi99Ap3gSYk06Fl5tjfVvcF8qAk4vOTy9bB/pub,"**1.** Jeffrey Dudiak, Post-Truth? Facts and Faithfulness (Amazon CA)

King's University bookstore website

Directly from the publisher, Wipf & Stock

There are options from Abebooks as well

**2**. Hendrik Hart, Understanding Our World: An Integral Ontology (Lanham, MD: University Press of America, 1984).

Buy directly from the publisher, Rowman & Littlefield (print only)

Used copies are available on Abebooks

Used copies are also available on eBay

Barnes and Noble sells it in the US

Thriftbooks sells it

Students *may *be able to access an electronic version of this title through the Internet Archive when they're logged in.",NOTE: Completion of 1107AC or 2107AC is a prerequisite for enrolling in this course.,,,"Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",,,,2024-10-09
icsd-260004-w25-ec9bf,FALSE,,Deeper Learning: From Wonder to Inquiry to Practice,260004,winter25,mael cstc,3 Credits,Dr. Edith van der Boom,https://faculty.icscanada.edu/evanderboom,,"*Deeper Learning: From Wonder to Inquiry to Practice* is a course which seeks to help Christian educators develop deeper learning. We will consider what it means to be image-bearers of God called to care for our neighbours and to be engaged in real work that is part of God’s story. Our consideration of these ideas will inform classroom practices and signature pedagogies in apparent, unintended, and even transformative ways. Together we will examine the importance of global citizenship as a form of deeper learning and the impact it has on developing a caring and just world.",,,Blended (Online Asynchronous/Synchronous),,,https://docs.google.com/document/d/e/2PACX-1vT7tquK4SkiNYQVfGTspZ-hsC6VTHtfIhSuhnUzzkhwFl35RNYUjdaPCCn8v64teQ/pub,"1. Crouch, A. (2008). Culture Making: Recovering our Creative Calling. InterVarsity Press.

Google Books sells it as an eBook

Students can buy the book directly through the publisher, InterVarsity Press.

Barnes and Noble also sells the book.",,Area 3,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is January 6 (Note that the first class for this course takes place on January 9). Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,January 6,12,2024-07-02
how-to-govern-a-school-fc261,FALSE,,How to Govern a School,260002,winter25,mael,3 Credits,Dr. Gideon Strauss,https://faculty.icscanada.edu/gstrauss,,"This is a course for new and aspiring principals, school leadership teams, and school boards. The course provides frameworks and tools for leadership in educational governance. The course introduces participants to the work of nurturing the relationships among the school’s stakeholders, with a focus on the pivotal relationship between the board and the executive leadership team (or, in smaller schools, the principal). Different approaches to the work of the board are considered, with particular attention to the stewardship of the school’s vision, mission, and values, to the strategic formulation of policy and the monitoring of executive performance, and to accountability to the school’s parents and supporting community.",,,Blended (Online Asynchronous/Synchronous),,,https://drive.google.com/file/d/18ZiWxCMNjUUGl8Y6eHfTvP0Gtno6yWRz/view?usp=drive_link,"1. Blanchard, D., Crouch, A., Kauffmann, S., Nardella, J.L., Greer, P. (2019). The redemptive nonprofit: A playbook for leaders. Praxis.

2. Brown, J. (2010). The imperfect board member: Discovering the seven disciplines of governance excellence. John Wiley & Sons.

3. Carver, J. (2011). Boards that make a difference: A new design for leadership in nonprofit and public organizations. Third Edition. John Wiley & Sons.",,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is January 6 (Note that the first class for this course takes place on January 9). Maximum enrolment of twelve (12) students. ICS reserves the right to decline registrations.",academic-registrar@icscanada.edu,January 6,12,2024-07-02
the-radical-theopoetics-of-john-a5c34,FALSE,,The Radical Theopoetics of John D. Caputo,150907 / 250907,fall24,ma mws phd,3 Credits,Dr. Jim Olthuis,,,"This seminar will explore John D. Caputo’s Theopoetics, a ""weak theology"" of narratives, prayers and praise in response to the call of God in contrast to a ""strong"" theology of predicative claims about the existence and nature of God.",,,Remote (Online Synchronous),Tuesdays,6pm - 9pm EST,https://docs.google.com/document/d/1QRjFyA5a-Ku9ysCNtw93L0hMo9Sjk0wRTf-XZm5liKA/edit?usp=sharing,,,,,"To register for this course, email academic-registrar@icscanada.edu. Last date to register September 13, 2024. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,2024-09-13 0:00:00,,2024-06-26
ics-1108ac-2108ac-f24-53408,FALSE,,"Biblical Foundations: Narrative, Wisdom, and the Art of Interpretation",1108AC / 2108AC,fall24,ma mael mws phd cstc,3 Credits,Dr. Nik Ansell,https://faculty.icscanada.edu/nansell,,"How can we read and experience the Scriptures as the Word of Life in the midst of an Academy that believes the biblical witness will restrict human freedom and thwart our maturity? How may we pursue biblical wisdom as we “re-think the world” when our Christian traditions seem convinced that biblical truth may be disconnected from—or simply applied to—the most pressing and perplexing issues of our time? This course will explore the Bible—from Genesis to Revelation—as the ongoing story of and for God and all God’s creatures, paying special attention to the way in which humanity’s attempt to find its way is interwoven with the story of the Divine presence and with the wisdom and promise of creation-new creation. In asking whether and how the biblical story may find its future in our ongoing narratives, we will attempt to identify which hermeneutical methods and sensitivities might help us discern its significance for present day life, including the academic enterprise. If Jesus is the Living Word at the heart of Scripture, does that change our understanding of where biblical truth is coming from and where it is going? Does the Bible have an implicit, sapiential pedagogy that we have misconstrued? Can the familiar Reformed themes of creation and covenant, election and eschaton speak to us in new, reformational ways? These are some of the questions we shall explore together as we reintroduce ourselves to the biblical writings.",,ICB2010H L6201,Remote (Online Synchronous),Wednesdays,6:00-9:00pm ET,https://docs.google.com/document/d/1c2JWADPlgrzXjodGHKFqLz0_MyA4hOQy/edit?usp=sharing&ouid=100038326117470711477&rtpof=true&sd=true,,,Area 1,CSTC,"To register for this course, email academic-registrar@icscanada.edu. Last date to register is September 13, 2024. ICS reserves the right to decline registrations.
Attention TST students: if you are interested in taking this course for credit, you must petition your college of registration to count the course credit toward your degree program.*",academic-registrar@icscanada.edu,"September 13, 2024",,2024-06-03
